mkdir: 313_0.01_fixcache: File exists
_RegisterApplication(), FAILED TO establish the default connection to the WindowServer, _CGSDefaultConnection() is NULL.
('iter : ', 4000, 'objective : ', 1087608.5180000134)
('iter : ', 6000, 'objective : ', 1086910.4319999984)
('iter : ', 7000, 'objective : ', 1081782.5600000063)
('iter : ', 5000, 'objective : ', 1087523.5400000168)
('iter : ', 9000, 'objective : ', 1071709.1199999948)
('iter : ', 7000, 'objective : ', 1086731.6519999993)
('iter : ', 8000, 'objective : ', 1080811.7400000116)
('iter : ', 6000, 'objective : ', 1087431.5620000022)
('iter : ', 10000, 'objective : ', 1070046.3600000017)
('iter : ', 8000, 'objective : ', 1086552.5239999902)
('iter : ', 9000, 'objective : ', 1079966.5399999954)
('iter : ', 7000, 'objective : ', 1087337.7940000098)
('iter : ', 9000, 'objective : ', 1086356.0239999869)
('iter : ', 8000, 'objective : ', 1087231.8560000015)
('iter : ', 20000, 'objective : ', 1053595.7600000044)
('iter : ', 10000, 'objective : ', 1079102.5999999931)
('iter : ', 9000, 'objective : ', 1087134.4800000025)
('iter : ', 10000, 'objective : ', 1086185.887999991)
('iter : ', 30000, 'objective : ', 1037818.2000000111)
('iter : ', 20000, 'objective : ', 1070401.2200000028)
('iter : ', 10000, 'objective : ', 1087051.7440000011)
('iter : ', 20000, 'objective : ', 1084438.8759999915)
('iter : ', 40000, 'objective : ', 1023953.9600000022)
('iter : ', 30000, 'objective : ', 1061382.4999999986)
('iter : ', 20000, 'objective : ', 1086146.5179999932)
('iter : ', 50000, 'objective : ', 1011755.3199999967)
('iter : ', 30000, 'objective : ', 1082641.8080000042)
('iter : ', 40000, 'objective : ', 1053047.4400000048)
('iter : ', 30000, 'objective : ', 1085275.6320000151)
('iter : ', 60000, 'objective : ', 1001002.8399999919)
('iter : ', 40000, 'objective : ', 1080879.5039999988)
('iter : ', 50000, 'objective : ', 1044980.4399999944)
('iter : ', 70000, 'objective : ', 990650.92000000575)
('iter : ', 40000, 'objective : ', 1084343.8879999823)
('iter : ', 50000, 'objective : ', 1079097.9360000014)
('iter : ', 60000, 'objective : ', 1037558.0400000061)
('iter : ', 80000, 'objective : ', 981632.91999998712)
('iter : ', 50000, 'objective : ', 1083449.5219999994)
('iter : ', 60000, 'objective : ', 1077389.0960000081)
('iter : ', 70000, 'objective : ', 1030185.6399999908)
('iter : ', 90000, 'objective : ', 973584.75999999675)
('iter : ', 60000, 'objective : ', 1082547.5640000082)
('iter : ', 70000, 'objective : ', 1075571.9199999906)
('iter : ', 80000, 'objective : ', 1023318.6199999987)
('iter : ', 100000, 'objective : ', 966279.83999999671)
('iter : ', 70000, 'objective : ', 1081673.8100000038)
('iter : ', 110000, 'objective : ', 959271.44000001182)
('iter : ', 90000, 'objective : ', 1017272.1000000085)
('iter : ', 80000, 'objective : ', 1073802.0479999972)
('iter : ', 80000, 'objective : ', 1080794.3160000048)
('iter : ', 120000, 'objective : ', 953222.55999999796)
('iter : ', 100000, 'objective : ', 1011236.239999997)
('iter : ', 90000, 'objective : ', 1071981.3599999987)
('iter : ', 130000, 'objective : ', 947065.27999999479)
('iter : ', 90000, 'objective : ', 1079915.4919999926)
('iter : ', 110000, 'objective : ', 1005282.6000000041)
('iter : ', 100000, 'objective : ', 1070178.2880000013)
('iter : ', 140000, 'objective : ', 941759.19999999541)
('iter : ', 100000, 'objective : ', 1079058.9520000012)
('iter : ', 120000, 'objective : ', 999801.60000000079)
('iter : ', 110000, 'objective : ', 1068399.9319999898)
('iter : ', 150000, 'objective : ', 937018.03999999713)
('iter : ', 130000, 'objective : ', 994437.83999999636)
('iter : ', 110000, 'objective : ', 1078196.468000009)
('iter : ', 160000, 'objective : ', 932810.04000000446)
('iter : ', 120000, 'objective : ', 1066613.9680000003)
('iter : ', 140000, 'objective : ', 989620.16000000224)
('iter : ', 120000, 'objective : ', 1077296.9359999923)
('iter : ', 170000, 'objective : ', 928724.00000000186)
('iter : ', 130000, 'objective : ', 1064893.9960000145)
('iter : ', 150000, 'objective : ', 985068.45999998762)
('iter : ', 180000, 'objective : ', 925003.39999999001)
('iter : ', 130000, 'objective : ', 1076403.444000002)
('iter : ', 140000, 'objective : ', 1063197.6559999988)
('iter : ', 160000, 'objective : ', 980943.16000000201)
('iter : ', 190000, 'objective : ', 921374.91999999608)
('iter : ', 140000, 'objective : ', 1075511.8220000113)
('iter : ', 150000, 'objective : ', 1061520.068000007)
('iter : ', 200000, 'objective : ', 918102.63999999419)
('iter : ', 170000, 'objective : ', 977011.46000000148)
('iter : ', 150000, 'objective : ', 1074600.2500000047)
('iter : ', 210000, 'objective : ', 914859.87999999989)
('iter : ', 180000, 'objective : ', 973179.40000000654)
('iter : ', 160000, 'objective : ', 1059849.2120000036)
('iter : ', 220000, 'objective : ', 912107.32000000309)
('iter : ', 160000, 'objective : ', 1073687.7099999888)
('iter : ', 190000, 'objective : ', 969426.05999999982)
('iter : ', 170000, 'objective : ', 1058148.8080000002)
('iter : ', 230000, 'objective : ', 909495.16000000166)
('iter : ', 200000, 'objective : ', 965761.93999999843)
('iter : ', 170000, 'objective : ', 1072801.3439999991)
('iter : ', 180000, 'objective : ', 1056464.7519999838)
('iter : ', 240000, 'objective : ', 906741.19999999809)
('iter : ', 210000, 'objective : ', 962437.00000000256)
('iter : ', 250000, 'objective : ', 904522.76000000199)
('iter : ', 180000, 'objective : ', 1071916.889999998)
('iter : ', 190000, 'objective : ', 1054794.5360000005)
('iter : ', 220000, 'objective : ', 959268.63999998756)
('iter : ', 260000, 'objective : ', 902199.32000000065)
('iter : ', 190000, 'objective : ', 1071015.4700000004)
('iter : ', 200000, 'objective : ', 1053141.9880000032)
('iter : ', 230000, 'objective : ', 956254.13999999955)
('iter : ', 270000, 'objective : ', 900149.67999999248)
('iter : ', 200000, 'objective : ', 1070083.7399999937)
('iter : ', 240000, 'objective : ', 953208.52000000712)
('iter : ', 210000, 'objective : ', 1051533.4719999949)
('iter : ', 280000, 'objective : ', 898063.40000000747)
('iter : ', 250000, 'objective : ', 950397.41999999678)
('iter : ', 210000, 'objective : ', 1069186.7580000034)
('iter : ', 220000, 'objective : ', 1049977.6439999854)
('iter : ', 290000, 'objective : ', 896178.92000000132)
('iter : ', 260000, 'objective : ', 947711.97999999637)
('iter : ', 300000, 'objective : ', 894350.9599999981)
('iter : ', 220000, 'objective : ', 1068304.4019999963)
('iter : ', 230000, 'objective : ', 1048383.6439999964)
('iter : ', 270000, 'objective : ', 945087.64000000339)
('iter : ', 310000, 'objective : ', 892703.63999999862)
('iter : ', 230000, 'objective : ', 1067416.9259999923)
('iter : ', 240000, 'objective : ', 1046780.3439999929)
('iter : ', 320000, 'objective : ', 890970.39999999921)
('iter : ', 280000, 'objective : ', 942505.46000000252)
('iter : ', 240000, 'objective : ', 1066523.9820000157)
('iter : ', 330000, 'objective : ', 889462.2399999951)
('iter : ', 250000, 'objective : ', 1045235.6880000108)
('iter : ', 290000, 'objective : ', 940092.44000000507)
('iter : ', 340000, 'objective : ', 887714.67999999784)
('iter : ', 250000, 'objective : ', 1065660.1439999898)
('iter : ', 260000, 'objective : ', 1043731.6119999917)
('iter : ', 300000, 'objective : ', 937742.86000000092)
('iter : ', 350000, 'objective : ', 886155.04000000027)
('iter : ', 310000, 'objective : ', 935487.70000000077)
('iter : ', 260000, 'objective : ', 1064832.733999992)
('iter : ', 270000, 'objective : ', 1042150.0560000063)
('iter : ', 360000, 'objective : ', 884949.27999999584)
('iter : ', 320000, 'objective : ', 933375.21999999136)
('iter : ', 370000, 'objective : ', 883558.92000000284)
('iter : ', 270000, 'objective : ', 1063978.8960000058)
('iter : ', 280000, 'objective : ', 1040649.6319999932)
('iter : ', 330000, 'objective : ', 931236.31999999331)
('iter : ', 380000, 'objective : ', 882393.80000000237)
('iter : ', 280000, 'objective : ', 1063115.3820000011)
('iter : ', 290000, 'objective : ', 1039152.0319999784)
('iter : ', 390000, 'objective : ', 881029.79999999679)
('iter : ', 340000, 'objective : ', 929190.9199999983)
('iter : ', 400000, 'objective : ', 879755.99999999348)
('iter : ', 350000, 'objective : ', 927124.48000000522)
('iter : ', 300000, 'objective : ', 1037713.7840000198)
('iter : ', 290000, 'objective : ', 1062264.5240000056)
('iter : ', 410000, 'objective : ', 878557.59999999614)
('iter : ', 360000, 'objective : ', 925288.54000001505)
('iter : ', 310000, 'objective : ', 1036216.3639999966)
('iter : ', 300000, 'objective : ', 1061414.5239999997)
('iter : ', 420000, 'objective : ', 877492.47999999649)
('iter : ', 370000, 'objective : ', 923493.63999999932)
('iter : ', 320000, 'objective : ', 1034850.8839999908)
('iter : ', 310000, 'objective : ', 1060585.1600000095)
('iter : ', 430000, 'objective : ', 876717.520000002)
('iter : ', 380000, 'objective : ', 921783.28000000934)
('iter : ', 440000, 'objective : ', 875581.71999999753)
('iter : ', 330000, 'objective : ', 1033505.695999987)
('iter : ', 390000, 'objective : ', 920095.12000000628)
('iter : ', 320000, 'objective : ', 1059754.3079999967)
('iter : ', 450000, 'objective : ', 874731.03999999422)
('iter : ', 400000, 'objective : ', 918580.41999999667)
('iter : ', 340000, 'objective : ', 1032133.3080000144)
('iter : ', 330000, 'objective : ', 1058908.9939999986)
('iter : ', 460000, 'objective : ', 873725.60000000091)
('iter : ', 410000, 'objective : ', 916976.59999999928)
('iter : ', 350000, 'objective : ', 1030749.9839999963)
('iter : ', 470000, 'objective : ', 872567.35999999952)
('iter : ', 340000, 'objective : ', 1058065.7420000015)
('iter : ', 420000, 'objective : ', 915375.76000000793)
('iter : ', 480000, 'objective : ', 871784.80000000424)
('iter : ', 360000, 'objective : ', 1029398.4400000013)
('iter : ', 350000, 'objective : ', 1057203.7080000006)
('iter : ', 430000, 'objective : ', 913828.76000000362)
('iter : ', 490000, 'objective : ', 870977.87999999651)
('iter : ', 370000, 'objective : ', 1028015.5999999966)
('iter : ', 360000, 'objective : ', 1056350.6900000048)
('iter : ', 440000, 'objective : ', 912346.06000000227)
('iter : ', 500000, 'objective : ', 870309.88000000699)
('iter : ', 380000, 'objective : ', 1026715.5479999987)
('iter : ', 510000, 'objective : ', 869536.71999999636)
('iter : ', 450000, 'objective : ', 910861.39999999921)
('iter : ', 370000, 'objective : ', 1055544.2220000136)
('iter : ', 520000, 'objective : ', 868865.1999999946)
('iter : ', 460000, 'objective : ', 909481.21999999951)
('iter : ', 390000, 'objective : ', 1025415.2000000111)
('iter : ', 380000, 'objective : ', 1054728.1680000224)
('iter : ', 530000, 'objective : ', 868095.96000000031)
('iter : ', 470000, 'objective : ', 908113.16000001319)
('iter : ', 400000, 'objective : ', 1024157.5200000108)
('iter : ', 540000, 'objective : ', 867430.5199999999)
('iter : ', 390000, 'objective : ', 1053897.7539999948)
('iter : ', 480000, 'objective : ', 906759.25999999838)
('iter : ', 410000, 'objective : ', 1022844.0880000067)
('iter : ', 550000, 'objective : ', 866691.76000000269)
('iter : ', 490000, 'objective : ', 905461.04000001145)
('iter : ', 400000, 'objective : ', 1053102.7239999967)
('iter : ', 560000, 'objective : ', 865877.16000000294)
('iter : ', 500000, 'objective : ', 904245.31999999401)
('iter : ', 420000, 'objective : ', 1021585.7160000096)
('iter : ', 410000, 'objective : ', 1052268.7339999983)
('iter : ', 570000, 'objective : ', 865244.28000000038)
('iter : ', 510000, 'objective : ', 903119.16000000131)
('iter : ', 430000, 'objective : ', 1020366.8120000133)
('iter : ', 580000, 'objective : ', 864610.91999999969)
('iter : ', 420000, 'objective : ', 1051402.5700000036)
('iter : ', 520000, 'objective : ', 902026.08000000066)
('iter : ', 590000, 'objective : ', 864065.24000000395)
('iter : ', 440000, 'objective : ', 1019082.3440000007)
('iter : ', 530000, 'objective : ', 901021.62000001012)
('iter : ', 600000, 'objective : ', 863506.39999999478)
('iter : ', 430000, 'objective : ', 1050606.8999999966)
('iter : ', 450000, 'objective : ', 1017889.1679999989)
('iter : ', 540000, 'objective : ', 899980.22000000055)
('iter : ', 610000, 'objective : ', 863013.52000000677)
('iter : ', 440000, 'objective : ', 1049834.6439999989)
('iter : ', 460000, 'objective : ', 1016655.6720000134)
('iter : ', 550000, 'objective : ', 898972.7799999913)
('iter : ', 620000, 'objective : ', 862439.68000000436)
('iter : ', 450000, 'objective : ', 1049031.7519999992)
('iter : ', 630000, 'objective : ', 861915.35999999871)
('iter : ', 560000, 'objective : ', 897894.46000000066)
('iter : ', 470000, 'objective : ', 1015433.0279999942)
('iter : ', 640000, 'objective : ', 861440.31999999564)
('iter : ', 570000, 'objective : ', 896923.23999999743)
('iter : ', 460000, 'objective : ', 1048230.0859999901)
('iter : ', 480000, 'objective : ', 1014234.8639999924)
('iter : ', 650000, 'objective : ', 860822.88000000129)
('iter : ', 580000, 'objective : ', 895979.39999999688)
('iter : ', 470000, 'objective : ', 1047434.1280000011)
('iter : ', 490000, 'objective : ', 1013059.8360000002)
('iter : ', 660000, 'objective : ', 860394.39999999758)
('iter : ', 590000, 'objective : ', 895094.35999999638)
('iter : ', 500000, 'objective : ', 1011871.4399999918)
('iter : ', 480000, 'objective : ', 1046673.737999991)
('iter : ', 670000, 'objective : ', 859870.12000000605)
('iter : ', 600000, 'objective : ', 894197.32000000658)
('iter : ', 680000, 'objective : ', 859451.52000000828)
('iter : ', 610000, 'objective : ', 893413.30000000144)
('iter : ', 510000, 'objective : ', 1010743.4239999905)
('iter : ', 490000, 'objective : ', 1045883.0799999952)
('iter : ', 690000, 'objective : ', 858877.48000000138)
('iter : ', 620000, 'objective : ', 892688.59999999485)
('iter : ', 520000, 'objective : ', 1009657.8559999987)
('iter : ', 500000, 'objective : ', 1045067.1060000079)
('iter : ', 700000, 'objective : ', 858387.6000000037)
('iter : ', 630000, 'objective : ', 891843.77999998594)
('iter : ', 530000, 'objective : ', 1008550.6760000095)
('iter : ', 710000, 'objective : ', 857939.84000001114)
('iter : ', 510000, 'objective : ', 1044294.5420000068)
('iter : ', 640000, 'objective : ', 890945.75999999605)
('iter : ', 720000, 'objective : ', 857475.00000000233)
('iter : ', 650000, 'objective : ', 890114.76000000397)
('iter : ', 540000, 'objective : ', 1007451.6559999897)
('iter : ', 520000, 'objective : ', 1043493.2500000058)
('iter : ', 730000, 'objective : ', 857095.36000000499)
('iter : ', 660000, 'objective : ', 889371.82000000658)
('iter : ', 550000, 'objective : ', 1006363.0999999951)
('iter : ', 740000, 'objective : ', 856836.79999999644)
('iter : ', 530000, 'objective : ', 1042716.5260000045)
('iter : ', 670000, 'objective : ', 888594.14000000013)
('iter : ', 750000, 'objective : ', 856446.00000000617)
('iter : ', 560000, 'objective : ', 1005287.775999999)
('iter : ', 540000, 'objective : ', 1041937.8220000131)
('iter : ', 680000, 'objective : ', 887752.11999999476)
('iter : ', 760000, 'objective : ', 855973.04000000923)
('iter : ', 570000, 'objective : ', 1004236.9760000072)
('iter : ', 550000, 'objective : ', 1041183.3319999918)
('iter : ', 690000, 'objective : ', 887078.68000000471)
('iter : ', 770000, 'objective : ', 855539.39999999735)
('iter : ', 580000, 'objective : ', 1003174.3000000108)
('iter : ', 700000, 'objective : ', 886188.00000000268)
('iter : ', 780000, 'objective : ', 855353.84000000649)
('iter : ', 560000, 'objective : ', 1040428.5759999981)
('iter : ', 790000, 'objective : ', 854921.40000000573)
('iter : ', 710000, 'objective : ', 885350.97999999928)
('iter : ', 590000, 'objective : ', 1002142.1640000005)
('iter : ', 570000, 'objective : ', 1039654.5260000083)
('iter : ', 720000, 'objective : ', 884596.66000000772)
('iter : ', 800000, 'objective : ', 854633.60000000428)
('iter : ', 600000, 'objective : ', 1001080.8280000004)
('iter : ', 730000, 'objective : ', 883948.93999999389)
('iter : ', 810000, 'objective : ', 854237.88000000338)
('iter : ', 580000, 'objective : ', 1038881.9839999935)
('iter : ', 610000, 'objective : ', 1000026.1800000102)
('iter : ', 740000, 'objective : ', 883257.73999999277)
('iter : ', 820000, 'objective : ', 853845.23999999953)
('iter : ', 590000, 'objective : ', 1038127.613999988)
('iter : ', 620000, 'objective : ', 999009.49600001646)
('iter : ', 750000, 'objective : ', 882614.25999999791)
('iter : ', 830000, 'objective : ', 853537.27999999968)
('iter : ', 760000, 'objective : ', 881948.68000000203)
('iter : ', 840000, 'objective : ', 853249.39999999991)
('iter : ', 600000, 'objective : ', 1037374.6299999912)
('iter : ', 630000, 'objective : ', 997966.0559999987)
('iter : ', 850000, 'objective : ', 852872.23999999801)
('iter : ', 770000, 'objective : ', 881280.29999999574)
('iter : ', 610000, 'objective : ', 1036613.6739999964)
('iter : ', 640000, 'objective : ', 996979.78400000429)
('iter : ', 860000, 'objective : ', 852456.1199999972)
('iter : ', 780000, 'objective : ', 880742.69999999413)
('iter : ', 650000, 'objective : ', 995930.26000000327)
('iter : ', 620000, 'objective : ', 1035899.386000006)
('iter : ', 870000, 'objective : ', 852006.2000000003)
('iter : ', 790000, 'objective : ', 880133.34000000264)
('iter : ', 880000, 'objective : ', 851695.36000000814)
('iter : ', 660000, 'objective : ', 994940.54400000721)
('iter : ', 630000, 'objective : ', 1035163.7799999862)
('iter : ', 800000, 'objective : ', 879513.46000000578)
('iter : ', 890000, 'objective : ', 851334.24000000418)
('iter : ', 810000, 'objective : ', 878985.31999999518)
('iter : ', 640000, 'objective : ', 1034458.4339999936)
('iter : ', 670000, 'objective : ', 993937.29200001329)
('iter : ', 900000, 'objective : ', 851067.27999998792)
('iter : ', 820000, 'objective : ', 878374.41999999608)
('iter : ', 910000, 'objective : ', 850799.47999999311)
('iter : ', 680000, 'objective : ', 992924.67600000033)
('iter : ', 650000, 'objective : ', 1033733.9579999984)
('iter : ', 830000, 'objective : ', 877864.29999999923)
('iter : ', 920000, 'objective : ', 850445.88000000129)
('iter : ', 690000, 'objective : ', 991930.76799999794)
('iter : ', 660000, 'objective : ', 1033021.5819999824)
('iter : ', 840000, 'objective : ', 877338.54000000935)
('iter : ', 930000, 'objective : ', 850116.91999999306)
('iter : ', 700000, 'objective : ', 990974.4840000004)
('iter : ', 850000, 'objective : ', 876787.40000000084)
('iter : ', 670000, 'objective : ', 1032306.1480000037)
('iter : ', 940000, 'objective : ', 849815.36000000685)
('iter : ', 860000, 'objective : ', 876201.27999999246)
('iter : ', 710000, 'objective : ', 990038.22000001278)
('iter : ', 950000, 'objective : ', 849569.63999999664)
('iter : ', 680000, 'objective : ', 1031622.8340000027)
('iter : ', 870000, 'objective : ', 875616.57999999495)
('iter : ', 960000, 'objective : ', 849238.51999999885)
('iter : ', 720000, 'objective : ', 989052.6480000061)
('iter : ', 880000, 'objective : ', 875120.12000000267)
('iter : ', 690000, 'objective : ', 1030939.2680000206)
('iter : ', 970000, 'objective : ', 848934.64000000141)
('iter : ', 730000, 'objective : ', 988173.79599998461)
('iter : ', 890000, 'objective : ', 874539.09999999078)
('iter : ', 980000, 'objective : ', 848529.4399999982)
('iter : ', 700000, 'objective : ', 1030229.886000003)
('iter : ', 740000, 'objective : ', 987234.56399998127)
('iter : ', 900000, 'objective : ', 873996.85999999428)
('iter : ', 990000, 'objective : ', 848358.52000000072)
('iter : ', 710000, 'objective : ', 1029535.2840000117)
('iter : ', 750000, 'objective : ', 986347.73599999084)
('iter : ', 910000, 'objective : ', 873439.46000000765)
('iter : ', 720000, 'objective : ', 1028844.9040000082)
('iter : ', 920000, 'objective : ', 872882.44000000809)
('iter : ', 760000, 'objective : ', 985432.54800000589)
('iter : ', 930000, 'objective : ', 872361.93999999645)
('iter : ', 730000, 'objective : ', 1028150.0479999997)
('iter : ', 770000, 'objective : ', 984553.78399999812)
('iter : ', 940000, 'objective : ', 871877.8599999958)
('iter : ', 1000000, 'objective : ', 847993.11999999639)
('iter : ', 780000, 'objective : ', 983689.14800000039)
('iter : ', 740000, 'objective : ', 1027480.7459999939)
('iter : ', 950000, 'objective : ', 871369.78000000259)
('iter : ', 750000, 'objective : ', 1026788.1660000118)
('iter : ', 960000, 'objective : ', 870968.5800000024)
('iter : ', 790000, 'objective : ', 982850.13200001011)
('iter : ', 970000, 'objective : ', 870575.14000000118)
('iter : ', 760000, 'objective : ', 1026137.9399999985)
('iter : ', 800000, 'objective : ', 982031.49600000901)
('iter : ', 980000, 'objective : ', 870169.960000013)
('iter : ', 770000, 'objective : ', 1025482.8800000013)
('iter : ', 810000, 'objective : ', 981177.0720000111)
('iter : ', 990000, 'objective : ', 869766.47999999439)
('iter : ', 1100000, 'objective : ', 845477.40000001108)
('iter : ', 820000, 'objective : ', 980329.0639999992)
('iter : ', 780000, 'objective : ', 1024816.7679999946)
('iter : ', 830000, 'objective : ', 979534.44799999311)
('iter : ', 790000, 'objective : ', 1024166.7099999976)
('iter : ', 840000, 'objective : ', 978733.86799999641)
('iter : ', 800000, 'objective : ', 1023523.6380000032)
('iter : ', 1200000, 'objective : ', 843648.35999999125)
('iter : ', 850000, 'objective : ', 977938.44799999101)
('iter : ', 1000000, 'objective : ', 869364.51999999746)
('iter : ', 810000, 'objective : ', 1022853.3720000033)
('iter : ', 860000, 'objective : ', 977138.65600001451)
('iter : ', 820000, 'objective : ', 1022202.1899999939)
('iter : ', 870000, 'objective : ', 976353.04400000873)
('iter : ', 830000, 'objective : ', 1021574.6460000031)
('iter : ', 880000, 'objective : ', 975626.69600000454)
('iter : ', 1300000, 'objective : ', 841780.99999999371)
('iter : ', 840000, 'objective : ', 1020930.9559999993)
('iter : ', 890000, 'objective : ', 974867.76800000004)
('iter : ', 1100000, 'objective : ', 865571.71999999869)
('iter : ', 850000, 'objective : ', 1020311.6920000028)
('iter : ', 900000, 'objective : ', 974170.3000000047)
('iter : ', 910000, 'objective : ', 973449.45200001192)
('iter : ', 860000, 'objective : ', 1019698.2779999948)
('iter : ', 920000, 'objective : ', 972698.73600000213)
('iter : ', 870000, 'objective : ', 1019078.2419999895)
('iter : ', 1400000, 'objective : ', 840558.56000000401)
('iter : ', 1200000, 'objective : ', 862383.4399999876)
('iter : ', 880000, 'objective : ', 1018463.553999996)
('iter : ', 930000, 'objective : ', 971965.83200000285)
('iter : ', 940000, 'objective : ', 971235.90399999404)
('iter : ', 890000, 'objective : ', 1017854.647999999)
('iter : ', 950000, 'objective : ', 970504.70400000084)
('iter : ', 900000, 'objective : ', 1017226.1840000078)
('iter : ', 960000, 'objective : ', 969787.55999999552)
('iter : ', 910000, 'objective : ', 1016611.8399999964)
('iter : ', 1500000, 'objective : ', 839501.55999999656)
('iter : ', 1300000, 'objective : ', 859793.51999998861)
('iter : ', 970000, 'objective : ', 969103.18800000218)
('iter : ', 920000, 'objective : ', 1016006.8800000048)
('iter : ', 980000, 'objective : ', 968400.47599999793)
('iter : ', 930000, 'objective : ', 1015412.9740000004)
('iter : ', 990000, 'objective : ', 967683.23600000457)
('iter : ', 940000, 'objective : ', 1014798.4979999992)
('iter : ', 1600000, 'objective : ', 838557.43999999983)
('iter : ', 1400000, 'objective : ', 857514.55999999738)
('iter : ', 950000, 'objective : ', 1014209.7759999966)
('iter : ', 960000, 'objective : ', 1013598.9120000184)
('iter : ', 970000, 'objective : ', 1013006.6520000088)
('iter : ', 1000000, 'objective : ', 967028.26799999364)
('iter : ', 1700000, 'objective : ', 837836.20000000263)
('iter : ', 980000, 'objective : ', 1012398.0540000079)
('iter : ', 1500000, 'objective : ', 855727.38000000454)
('iter : ', 990000, 'objective : ', 1011798.6660000045)
('iter : ', 1800000, 'objective : ', 836902.83999999962)
('iter : ', 1100000, 'objective : ', 960377.42000000435)
('iter : ', 1600000, 'objective : ', 853923.38000000594)
('iter : ', 1000000, 'objective : ', 1011212.1820000112)
('iter : ', 1900000, 'objective : ', 836162.52000000316)
('iter : ', 1700000, 'objective : ', 852357.40000000398)
('iter : ', 1200000, 'objective : ', 954168.60399999237)
('iter : ', 2000000, 'objective : ', 835440.20000000426)
('iter : ', 1100000, 'objective : ', 1005631.4100000018)
('iter : ', 1800000, 'objective : ', 850950.2799999963)
('iter : ', 1300000, 'objective : ', 948241.38799999654)
('iter : ', 2100000, 'objective : ', 834914.20000000589)
('iter : ', 1900000, 'objective : ', 849600.45999999368)
('iter : ', 1200000, 'objective : ', 1000327.0799999958)
('iter : ', 1400000, 'objective : ', 942962.54399999301)
('iter : ', 2200000, 'objective : ', 834332.95999999414)
('iter : ', 2000000, 'objective : ', 848576.70000000077)
('iter : ', 1300000, 'objective : ', 995358.0440000029)
('iter : ', 2300000, 'objective : ', 833779.16000000166)
('iter : ', 1500000, 'objective : ', 938146.42399999476)
('iter : ', 2100000, 'objective : ', 847599.4399999968)
('iter : ', 2400000, 'objective : ', 833248.68000000215)
('iter : ', 1400000, 'objective : ', 990493.39400000044)
('iter : ', 1600000, 'objective : ', 933751.76800000772)
('iter : ', 2200000, 'objective : ', 846717.33999999287)
('iter : ', 2500000, 'objective : ', 832802.47999999719)
('iter : ', 1500000, 'objective : ', 985829.08799999254)
('iter : ', 2300000, 'objective : ', 846011.09999999881)
('iter : ', 1700000, 'objective : ', 929679.46400000679)
('iter : ', 2600000, 'objective : ', 832359.88000000082)
('iter : ', 2400000, 'objective : ', 845078.38000000024)
('iter : ', 1600000, 'objective : ', 981438.26000000793)
('iter : ', 1800000, 'objective : ', 925883.69600000547)
('iter : ', 2700000, 'objective : ', 831913.31999999227)
('iter : ', 2500000, 'objective : ', 844387.19999998796)
('iter : ', 1900000, 'objective : ', 922290.6120000059)
('iter : ', 1700000, 'objective : ', 977298.54800000007)
('iter : ', 2800000, 'objective : ', 831567.68000000087)
('iter : ', 2600000, 'objective : ', 843709.80000000342)
('iter : ', 2000000, 'objective : ', 919068.05199999898)
('iter : ', 2900000, 'objective : ', 831227.08000000543)
('iter : ', 1800000, 'objective : ', 973407.65599999845)
('iter : ', 2700000, 'objective : ', 843140.0400000005)
('iter : ', 3000000, 'objective : ', 830881.84000000439)
('iter : ', 2100000, 'objective : ', 916110.91200000851)
('iter : ', 2800000, 'objective : ', 842548.2200000016)
('iter : ', 1900000, 'objective : ', 969734.95199998806)
('iter : ', 3100000, 'objective : ', 830502.75999999698)
('iter : ', 2200000, 'objective : ', 913167.18799999473)
('iter : ', 2900000, 'objective : ', 841971.03999999526)
('iter : ', 2000000, 'objective : ', 966173.27599999681)
('iter : ', 3200000, 'objective : ', 830137.83999999356)
('iter : ', 2300000, 'objective : ', 910369.14000000735)
('iter : ', 3000000, 'objective : ', 841479.97999999637)
('iter : ', 2100000, 'objective : ', 962796.1540000001)
('iter : ', 3300000, 'objective : ', 829758.59999999171)
('iter : ', 3100000, 'objective : ', 840935.34000000183)
('iter : ', 2400000, 'objective : ', 907787.82400000072)
('iter : ', 3400000, 'objective : ', 829396.95999998844)
('iter : ', 2200000, 'objective : ', 959572.98600000818)
('iter : ', 3200000, 'objective : ', 840549.32000000367)
('iter : ', 2500000, 'objective : ', 905384.48399999482)
('iter : ', 3500000, 'objective : ', 829120.28000000585)
('iter : ', 2300000, 'objective : ', 956469.31799999357)
('iter : ', 3300000, 'objective : ', 840221.13999999932)
('iter : ', 2600000, 'objective : ', 903171.57599999488)
('iter : ', 3600000, 'objective : ', 828927.40000000759)
('iter : ', 3400000, 'objective : ', 839781.7199999938)
('iter : ', 2400000, 'objective : ', 953560.01800000132)
('iter : ', 2700000, 'objective : ', 900944.11600000178)
('iter : ', 3700000, 'objective : ', 828602.76000000467)
('iter : ', 3500000, 'objective : ', 839419.41999999341)
('iter : ', 2500000, 'objective : ', 950678.26199999731)
('iter : ', 3800000, 'objective : ', 828301.00000000442)
('iter : ', 2800000, 'objective : ', 898948.35599999095)
('iter : ', 3600000, 'objective : ', 839041.45999999822)
('iter : ', 3900000, 'objective : ', 828120.92000000214)
('iter : ', 2600000, 'objective : ', 947864.85999999649)
('iter : ', 2900000, 'objective : ', 897050.88799999584)
('iter : ', 3700000, 'objective : ', 838685.24000000139)
